lemma;category;1830;1831;1832;1833;1834;1835;1836;1837;1838;1839;1840;1841;1842;1843;1844;1845;1846;1847;1848;1849;1850;1851;1852;1853;1854;1855;1856;1857;1858;1859;1860;1861;1862;1863;1864;1865;1866;1867;1868;1869;1870;1871;1872;1873;1874;1875;1876;1877;1878;1879;1880;1881;1882;1883;1884;1885;1886;1887;1888;1889;1890;1891;1892;1893;1894;1895;1896;1897;1898;1899;1900;1901;1902;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;1913;1914;1915;1916;1917;1918;1919;1920;1921;1922;1923;1924;1925;1926;1927;1928;1929;1930;Totale
cocchiere;profession;3;0;1;7;1;0;1;10;2;8;0;0;6;1;6;0;3;1;0;1;3;10;7;4;0;49;2;9;10;4;21;3;11;1;3;3;5;8;12;12;13;0;15;7;6;9;7;12;4;10;9;13;0;27;22;29;15;23;9;24;3;33;4;7;26;22;6;8;16;21;14;42;12;3;5;6;15;31;10;23;27;5;3;10;2;11;2;0;3;3;11;24;1;4;1;2;1;45;0;11;9;964
cocomeraio;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3
colono;profession;0;0;1;0;0;0;2;0;2;0;0;7;9;0;0;0;2;0;6;1;1;0;1;6;0;10;0;10;7;0;6;7;1;1;1;47;0;1;1;6;3;6;28;2;0;18;0;2;4;0;0;4;2;10;3;0;5;0;1;7;0;1;1;4;2;1;2;0;7;22;2;0;0;0;2;5;0;4;85;1;3;19;1;1;1;0;0;0;0;1;0;0;0;1;1;2;0;1;0;4;0;405
colorista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;12
coltellinaio;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
coltivatore;profession;0;0;1;1;0;0;0;0;0;0;0;4;3;0;0;0;1;0;0;0;0;0;0;0;1;2;1;1;1;0;0;3;0;4;0;1;0;3;3;1;0;4;3;0;3;2;3;3;0;0;0;0;4;0;3;1;4;0;1;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;2;2;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;76
comandante;profession;10;0;5;5;0;0;0;2;8;7;0;10;3;2;5;1;1;0;1;26;7;0;2;15;8;7;54;3;0;8;22;1;9;72;2;5;39;8;3;8;18;4;4;5;35;2;12;3;0;1;0;20;0;2;8;1;3;7;2;1;1;1;3;12;2;0;10;1;107;33;2;2;3;0;0;3;2;1;6;10;0;0;2;7;3;2;8;0;5;0;14;0;69;4;2;4;1;4;0;5;15;831
comes;noble rank;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
comico;profession;1;1;3;2;1;0;24;3;0;2;0;0;0;0;1;0;1;0;0;0;0;8;0;3;0;3;8;5;1;5;4;1;4;2;4;4;11;2;4;1;0;4;6;7;0;2;6;5;1;6;2;7;3;5;4;5;10;12;9;13;6;6;11;6;20;9;4;3;9;1;8;9;7;6;8;1;13;4;3;11;7;14;12;13;7;9;9;5;4;5;3;0;3;11;3;3;4;5;9;3;3;493
comito;military rank;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13
commediante;profession;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;2;0;0;0;2;1;0;1;0;0;0;0;0;0;0;3;0;0;36;2;0;0;0;1;0;0;1;0;0;15;1;1;3;0;1;2;2;1;0;0;0;0;8;1;0;0;1;1;3;3;5;3;3;1;0;3;4;2;1;0;0;2;0;0;1;0;2;0;0;0;0;0;0;126
commediografo;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;2;0;16;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;38
commentatore;profession;0;0;0;0;1;0;2;1;1;0;0;0;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;27
commerciante;profession;0;0;2;1;0;0;3;0;0;1;0;0;1;0;0;0;0;0;3;4;0;10;0;1;0;1;2;0;0;1;1;0;1;3;1;3;0;1;1;0;0;2;5;0;8;0;0;2;10;0;1;0;1;1;4;1;1;2;2;3;1;11;0;3;2;0;2;5;3;1;1;0;4;2;1;2;1;4;0;14;2;1;4;2;3;0;2;0;2;2;1;4;0;14;0;0;2;5;2;0;1;188
commessa;profession;9;0;2;5;4;2;4;0;20;5;1;10;10;1;4;9;7;4;3;5;3;5;3;7;6;19;5;9;13;2;7;1;12;11;12;6;12;9;3;10;6;7;15;0;4;9;0;9;3;3;1;5;2;5;12;3;5;2;4;21;5;15;2;3;3;3;15;6;12;8;9;19;5;15;7;13;11;11;7;12;5;7;21;3;5;1;4;3;1;5;11;3;4;18;4;3;0;8;3;1;3;670
commesso;profession;6;0;8;6;6;1;2;5;24;4;2;11;20;1;8;12;9;12;6;12;4;11;41;20;4;29;7;11;10;9;11;7;11;7;15;18;12;15;21;15;7;12;45;5;10;7;13;16;12;3;4;6;8;32;47;5;14;14;16;32;11;53;6;11;26;10;22;17;13;24;19;58;11;4;12;29;14;27;14;31;25;24;22;20;10;14;7;5;2;3;15;7;4;30;14;2;3;32;1;11;16;1420
commissionario;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;8
committente;profession;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;1;0;0;2;0;0;0;0;0;3;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;18
commodoro;military rank;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
compilatore;profession;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;60
compositore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;3;3;0;0;1;0;0;0;0;0;1;4;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;2;1;0;0;0;8;0;2;1;4;1;2;3;2;0;0;0;1;0;0;0;5;0;1;0;1;0;2;0;3;0;0;1;0;0;1;1;0;1;3;0;1;0;0;0;0;0;0;0;66
compratore;profession;0;0;0;1;1;1;1;1;3;0;0;0;3;0;0;0;0;2;1;1;1;9;1;0;0;5;4;1;2;1;2;2;3;0;3;7;2;1;3;0;1;1;2;3;2;5;0;0;1;3;0;1;0;9;6;0;1;3;0;10;1;7;2;5;1;0;0;0;0;4;2;0;1;1;1;4;5;1;2;3;0;3;2;2;0;0;1;0;0;0;1;2;2;5;1;0;2;0;0;2;0;173
computista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;0;0;2;0;1;0;0;0;2;1;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
concertatore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
concertista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;14
conciaiolo;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
conciapelli;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;19
conciatore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;11
concino;profession;1;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
conde;noble rank;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
condottiero;profession;13;1;11;27;3;1;1;9;6;4;4;19;0;1;1;0;0;0;0;0;0;5;1;2;4;10;2;2;4;3;1;2;12;12;9;2;13;1;3;0;4;0;1;5;2;3;0;4;0;8;0;8;0;2;0;1;0;1;0;13;1;0;0;1;0;3;0;2;2;0;2;0;0;0;1;0;1;0;0;3;2;2;2;2;0;0;6;1;1;2;1;1;7;3;0;1;0;2;0;2;1;293
conducente;profession;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;2;1;0;0;1;1;0;0;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;4;0;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;7;0;3;9;51
conduttore;profession;8;1;7;0;1;0;0;5;0;0;0;0;0;0;5;0;1;0;0;0;0;1;1;3;3;2;5;2;2;1;0;1;5;2;0;6;0;0;0;5;2;2;4;0;1;4;2;5;0;3;2;3;3;3;24;5;2;2;3;2;2;4;4;4;1;8;1;5;2;14;3;2;3;5;0;2;4;2;1;4;2;9;5;10;0;3;4;1;1;2;0;0;1;2;0;1;14;2;0;0;0;267
conferenziere;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;2;0;0;33;0;0;0;0;0;1;0;6;0;0;0;0;1;0;1;4;0;0;1;1;0;0;0;0;1;0;0;0;2;2;0;1;60
confessore;ecclesiastical occupation;3;0;5;2;6;1;1;23;6;6;0;2;7;0;0;12;1;0;0;1;7;41;0;10;7;10;10;6;13;2;21;2;17;9;70;10;17;15;12;13;3;3;7;0;0;4;3;12;5;6;1;4;3;4;5;2;0;1;3;15;5;7;9;2;3;0;3;0;6;3;3;30;0;1;1;6;1;0;5;4;5;1;2;1;2;7;1;0;0;1;2;4;5;12;2;3;0;7;0;0;1;594
confettiere;profession;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
connestabile;military rank;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25
conquistatore;profession;5;0;2;2;0;0;1;3;3;8;0;1;1;0;2;3;0;0;3;2;4;2;0;1;10;4;1;0;2;7;1;0;1;3;9;5;4;0;1;0;6;2;0;6;1;0;2;7;2;9;2;6;2;1;2;1;2;4;0;13;3;2;0;6;0;3;5;1;3;4;1;2;6;2;3;2;11;0;1;4;4;0;5;1;9;1;2;2;2;1;1;0;1;2;0;1;1;1;1;0;6;259
conservatore;profession;1;0;0;0;1;0;0;3;0;0;0;3;1;0;0;0;0;0;1;2;1;0;0;0;0;11;0;2;6;3;1;0;11;2;0;2;1;0;0;3;0;7;4;1;0;0;0;0;0;0;6;0;0;2;3;4;0;8;0;2;1;2;3;4;0;8;1;1;0;2;0;0;0;0;0;1;6;1;1;0;4;5;4;5;2;0;0;0;0;1;1;2;10;1;3;2;0;2;0;0;0;165
console;military rank;5;0;4;1;14;0;11;4;29;2;0;14;3;14;26;10;1;8;0;4;4;4;2;13;3;6;8;9;5;4;39;4;4;4;16;15;8;37;2;0;3;1;3;2;0;3;7;2;2;1;2;2;1;0;3;5;10;3;1;9;0;12;1;8;2;0;1;3;0;2;14;1;6;0;5;2;14;2;1;1;4;3;2;2;10;0;4;1;1;1;0;1;2;36;0;0;7;2;2;0;0;550
consulente;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;12
consultore;ecclesiastical occupation;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13
contabile;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;1;1;0;2;0;4;0;0;0;0;0;0;0;4;0;0;1;1;1;4;0;1;2;0;0;3;1;0;2;2;0;0;0;0;0;10;0;0;2;4;0;0;0;57
contadino;profession;27;1;16;25;5;9;45;10;36;26;2;22;54;22;11;4;1;1;30;12;5;30;9;12;27;43;18;89;137;15;7;85;35;41;76;18;11;22;24;21;31;31;56;5;11;118;12;95;13;30;21;16;67;67;46;127;73;15;26;35;17;86;9;102;50;15;30;30;11;88;49;67;8;9;17;80;88;26;13;21;15;57;38;40;33;37;8;18;31;41;25;21;28;95;14;38;36;88;5;23;23;3509
conte;noble rank;87;111;190;30;303;5;75;46;115;49;7;33;162;94;238;6;30;15;9;20;30;111;53;78;22;435;82;336;153;62;74;86;368;306;363;163;92;362;83;180;62;33;605;65;127;121;117;713;234;143;121;315;72;28;107;168;115;59;101;500;65;403;42;292;168;95;165;53;87;257;118;855;41;48;71;53;83;104;147;38;234;46;153;23;67;165;354;22;62;125;36;11;179;62;15;60;17;106;17;10;78;13897
contessa;noble rank;59;3;49;8;18;0;9;0;0;13;0;6;13;3;105;0;0;1;0;7;65;17;2;119;11;84;4;126;98;42;2;4;23;26;78;131;54;58;106;43;18;0;30;6;339;18;57;329;57;53;12;197;99;26;156;273;80;119;133;175;57;72;13;36;142;130;256;124;46;230;66;335;28;14;123;60;81;21;143;244;50;10;55;25;19;199;105;9;18;26;32;6;23;13;10;30;13;1;15;2;82;6528
contrammiraglio;military rank;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
controllore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;30;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;6;0;1;0;48
coordinatore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
copista;profession;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;0;7;0;0;0;1;4;0;2;1;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;37
coppiere;profession;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19
corazziere;military rank;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;3;0;0;1;0;0;0;0;1;3;0;0;1;1;0;2;2;2;0;13;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;41
coreografo;profession;0;0;0;0;0;0;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
corrispondente;profession;1;0;5;2;0;0;0;2;2;6;0;24;2;2;2;1;0;2;4;3;2;1;1;6;3;1;6;1;1;1;1;3;0;2;4;7;11;3;7;2;4;4;3;2;5;1;2;1;6;1;2;1;1;4;0;4;5;10;9;3;3;24;1;16;1;7;2;3;6;7;3;2;7;0;5;2;9;6;2;2;0;3;5;6;2;1;1;1;0;0;0;3;3;3;0;1;4;2;1;1;6;340
corsaro;profession;1;0;4;2;3;0;0;0;16;0;0;0;0;2;0;0;0;4;0;0;0;1;0;0;1;1;2;2;0;1;1;0;0;0;4;2;1;0;0;3;3;0;7;0;0;0;0;0;0;1;0;1;0;0;0;0;3;1;0;0;1;0;0;0;0;0;2;0;865;1;1;0;0;0;1;0;0;0;0;0;28;0;5;0;4;0;0;1;3;0;0;1;0;2;0;0;5;0;0;9;1;997
cosmografo;profession;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
cospiratore;profession;0;0;0;1;0;0;0;0;3;0;0;0;0;0;20;2;0;0;1;1;3;1;0;14;0;2;2;1;0;2;0;1;6;13;0;7;15;2;3;0;1;1;1;0;3;1;0;2;0;2;0;1;1;0;4;1;8;0;1;0;0;1;0;0;1;2;1;1;0;3;0;11;0;0;7;1;1;0;1;1;0;0;0;1;0;0;2;0;0;0;1;0;5;3;1;0;2;9;0;0;0;182
cotoniere;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
cozzone;profession;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
crestaia;profession;0;0;0;0;0;0;0;0;0;16;0;0;1;3;9;0;0;0;0;0;3;1;0;1;0;2;7;0;0;0;0;0;7;0;1;0;1;1;0;6;0;2;4;0;2;1;0;0;2;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;78
criminalista;profession;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
crispino;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9
crivellatore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
cronachista;profession;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
