FORMA	LEMMA	CATEGORIA
sergentone	sergente	military rank
sergentoni	sergente	military rank
servetta	servetta	profession
servette	servetta	profession
servetti	servetta	profession
servetto	servetta	profession
servina	servo	profession
servine	servo	profession
servini	servo	profession
servino	servo	profession
servitora	servitore	profession
servitore	servitore	profession
servitoressa	servitore	profession
servitoresse	servitore	profession
servitori	servitore	profession
servitorina	servitore	profession
servitorine	servitore	profession
servitorini	servitore	profession
servitorino	servitore	profession
servitorucce	servitore	profession
servitorucci	servitore	profession
servitoruccia	servitore	profession
servitoruccio	servitore	profession
servitrice	servitore	profession
servitrice	servitrice	profession
servitrici	servitore	profession
servitrici	servitrice	profession
servona	servetta	profession
servone	servetta	profession
servoni	servetta	profession
servucce	servetta	profession
servucci	servetta	profession
servuccia	servetta	profession
setaiuola	setaiuolo	profession
setaiuole	setaiuolo	profession
setaiuoli	setaiuolo	profession
setaiuolo	setaiuolo	profession
setajuola	setaiuolo	profession
setajuole	setaiuolo	profession
setajuoli	setaiuolo	profession
setajuolo	setaiuolo	profession
sguattera	sguattero	profession
sguattere	sguattero	profession
sguatteri	sguattero	profession
sguattero	sguattero	profession
sicarii	sicario	profession
sicari	sicario	profession
sicario	sicario	profession
sigarai	sigaraio	profession
sigaraia	sigaraio	profession
sigaraie	sigaraio	profession
sigaraio	sigaraio	profession
sigaraj	sigaraio	profession
sigaraja	sigaraio	profession
sigaraje	sigaraio	profession
sigaraji	sigaraio	profession
sigarajo	sigaraio	profession
sindaca	sindaco	profession
sindache	sindaco	profession
sindachessa	sindaco	profession
sindachesse	sindaco	profession
sindaci	sindaco	profession
sindaco	sindaco	profession
siniscalchi	siniscalco	profession
siniscalco	siniscalco	profession
sociologa	sociologo	profession
sociologhe	sociologo	profession
sociologi	sociologo	profession
sociologhi	sociologo	profession
sociologo	sociologo	profession
sofista	sofista	profession
sofiste	sofista	profession
sofisti	sofista	profession
soldatessa	soldato	military rank
soldata	soldato	military rank
soldati	soldato	military rank
soldatina	soldato	military rank
soldatine	soldato	military rank
soldatini	soldato	military rank
soldatino	soldato	military rank
soldato	soldato	military rank
soldatona	soldato	military rank
soldatone	soldato	military rank
soldatoni	soldato	military rank
soldatucce	soldato	military rank
soldatucci	soldato	military rank
soldatuccia	soldato	military rank
soldatuccio	soldato	military rank
solista	solista	profession
soliste	solista	profession
solisti	solista	profession
sonatora	sonatore	profession
sonatore	sonatore	profession
sonatori	sonatore	profession
sonatrice	sonatore	profession
sonatrici	sonatore	profession
sorbettiera	sorbettiere	profession
sorbettiere	sorbettiere	profession
sorbettieri	sorbettiere	profession
sorvegliante	sorvegliante	profession
sorveglianti	sorvegliante	profession
sottoprefetta	sottoprefetto	profession
sottoprefette	sottoprefetto	profession
sottoprefetti	sottoprefetto	profession
sottoprefetto	sottoprefetto	profession
sottopriora	sottopriore	ecclesiastical occupation
sottopriore	sottopriore	ecclesiastical occupation
sottoprioressa	sottopriore	ecclesiastical occupation
sottoprioresse	sottopriore	ecclesiastical occupation
sottopriori	sottopriore	ecclesiastical occupation
sottotenente	sottotenente	military rank
sottotenenti	sottotenente	military rank
sottotenentina	sottotenente	military rank
sottotenentine	sottotenente	military rank
sottotenentini	sottotenente	military rank
sottotenentino	sottotenente	military rank
sottufficiale	sottufficiale	military rank
sottufficiali	sottufficiale	military rank
soubrette	soubrette	profession
soubrettes	soubrette	profession
sovrintendente	sovrintendente	profession
sovrintendenti	sovrintendente	profession
spaccalegna	spaccalegna	profession
spaccalegne	spaccalegna	profession
spaccapietre	spaccapietre	profession
spacciatora	spacciatore	profession
spacciatore	spacciatore	profession
spacciatori	spacciatore	profession
spacciatrice	spacciatore	profession
spacciatrici	spacciatore	profession
spadai	spadaio	profession
spadaia	spadaio	profession
spadaie	spadaio	profession
spadaio	spadaio	profession
spadaj	spadaio	profession
spadaja	spadaio	profession
spadaje	spadaio	profession
spadaji	spadaio	profession
spadajo	spadaio	profession
spazzacamini	spazzacamino	profession
spazzacamino	spazzacamino	profession
spazzaturai	spazzaturaio	profession
spazzaturaia	spazzaturaio	profession
spazzaturaie	spazzaturaio	profession
spazzaturaio	spazzaturaio	profession
spazzaturaj	spazzaturaio	profession
spazzaturaja	spazzaturaio	profession
spazzaturaje	spazzaturaio	profession
spazzaturaji	spazzaturaio	profession
spazzaturajo	spazzaturaio	profession
spazzini	spazzino	profession
spazzino	spazzino	profession
sperimentatora	sperimentatore	profession
sperimentatore	sperimentatore	profession
sperimentatori	sperimentatore	profession
sperimentatrice	sperimentatore	profession
sperimentatrici	sperimentatore	profession
speziale	speziale	profession
speziali	speziale	profession
spia	spia	profession
spie	spia	profession
staffiera	staffiere	profession
staffiere	staffiere	profession
staffieri	staffiere	profession
stagnina	stagnino	profession
stagnine	stagnino	profession
stagnini	stagnino	profession
stagnino	stagnino	profession
stalliera	stalliere	profession
stalliere	stalliere	profession
stallieri	stalliere	profession
stampatora	stampatore	profession
stampatore	stampatore	profession
stampatori	stampatore	profession
stampatrice	stampatore	profession
stampatrici	stampatore	profession
statista	statista	profession
statiste	statista	profession
statisti	statista	profession
statistici	statistico	profession
statistico	statistico	profession
stenografa	stenografo	profession
stenografe	stenografo	profession
stenografi	stenografo	profession
stenografo	stenografo	profession
sterratora	sterratore	profession
sterratore	sterratore	profession
sterratori	sterratore	profession
sterratrice	sterratore	profession
sterratrici	sterratore	profession
stilista	stilista	profession
stiliste	stilista	profession
stilisti	stilista	profession
stilita	stilita	ecclesiastical occupation
stilite	stilita	ecclesiastical occupation
stiliti	stilita	ecclesiastical occupation
stiratora	stiratore	profession
stiratore	stiratore	profession
stiratori	stiratore	profession
stiratrice	stiratore	profession
stiratrice	stiratrice	profession
stiratrici	stiratore	profession
stiratrici	stiratrice	profession
stivatora	stivatore	profession
stivatore	stivatore	profession
stivatori	stivatore	profession
stivatrice	stivatore	profession
stivatrici	stivatore	profession
storiografa	storiografo	profession
storiografe	storiografo	profession
storiografi	storiografo	profession
storiografo	storiografo	profession
stracciarola	stracciarolo	profession
stracciarole	stracciarolo	profession
stracciaroli	stracciarolo	profession
stracciarolo	stracciarolo	profession
straccivendoli	straccivendolo	profession
straccivendolo	straccivendolo	profession
stradini	stradino	profession
stradino	stradino	profession
stradioti	stradioti	profession
strateghi	stratego	military rank
stratego	stratego	military rank
stratega	stratego	military rank
strillona	strillone	profession
strillone	strillone	profession
strilloni	strillone	profession
strumentista	strumentista	profession
strumentiste	strumentista	profession
strumentisti	strumentista	profession
stuccatora	stuccatore	profession
stuccatore	stuccatore	profession
stuccatori	stuccatore	profession
stuccatrice	stuccatore	profession
stuccatrici	stuccatore	profession
studiosa	studioso	profession
studiose	studioso	profession
studiosi	studioso	profession
studioso	studioso	profession
suddiaconi	suddiacono	ecclesiastical occupation
suddiacono	suddiacono	ecclesiastical occupation
sultana	sultano	noble rank
sultane	sultano	noble rank
sultanetta	sultano	noble rank
sultanette	sultano	noble rank
sultanetti	sultano	noble rank
sultanetto	sultano	noble rank
sultani	sultano	noble rank
sultano	sultano	noble rank
suonatora	suonatore	profession
suonatore	suonatore	profession
suonatori	suonatore	profession
suonatrice	suonatore	profession
suonatrici	suonatore	profession
suora	suora	ecclesiastical occupation
suore	suora	ecclesiastical occupation
suoretta	suora	ecclesiastical occupation
suorette	suora	ecclesiastical occupation
suoretti	suora	ecclesiastical occupation
suorina	suora	ecclesiastical occupation
suorine	suora	ecclesiastical occupation
suoraccia	suora	ecclesiastical occupation
suoracce	suora	ecclesiastical occupation
supplente	supplente	profession
supplenti	supplente	profession
tabaccai	tabaccaio	profession
tabaccaia	tabaccaio	profession
tabaccaie	tabaccaio	profession
tabaccaio	tabaccaio	profession
tabaccaj	tabaccaio	profession
tabaccaja	tabaccaio	profession
tabaccaje	tabaccaio	profession
tabaccaji	tabaccaio	profession
tabaccajo	tabaccaio	profession
tabacchini	tabacchino	profession
tabacchino	tabacchino	profession
tabellione	tabellione	profession
tabellioni	tabellione	profession
tagliaboschi	tagliaboschi	profession
taglialegna	taglialegna	profession
tagliapietre	tagliapietre	profession
tagliatora	tagliatore	profession
tagliatore	tagliatore	profession
tagliatori	tagliatore	profession
tagliatrice	tagliatore	profession
tagliatrici	tagliatore	profession
tamburina	tamburino	military rank
tamburine	tamburino	military rank
tamburini	tamburino	military rank
tamburino	tamburino	military rank
tappezziera	tappezziere	profession
tappezziere	tappezziere	profession
tappezzieri	tappezziere	profession
tarenti	tarento	profession
tarentina	tarento	profession
tarentine	tarento	profession
tarentini	tarento	profession
tarentino	tarento	profession
tarento	tarento	profession
tassista	tassista	profession
tassiste	tassista	profession
tassisti	tassista	profession
taverniera	taverniere	profession
taverniere	taverniere	profession
tavernieri	taverniere	profession
telefonista	telefonista	profession
telefoniste	telefonista	profession
telefonisti	telefonista	profession
telegrafista	telegrafista	profession
telegrafiste	telegrafista	profession
telegrafisti	telegrafista	profession
tenente	tenente	military rank
tenenti	tenente	military rank
tenentina	tenente	military rank
tenentine	tenente	military rank
tenentini	tenente	military rank
tenentino	tenente	military rank
teologa	teologo	profession
teologhe	teologo	profession
teologi	teologo	profession
teologhi	teologo	profession
teologo	teologo	profession
teosofi	teosofo	profession
teosofo	teosofo	profession
terapeuta	terapeuta	profession
terapeute	terapeuta	profession
terapeuti	terapeuta	profession
terrazziera	terrazziere	profession
terrazziere	terrazziere	profession
terrazzieri	terrazziere	profession
tesoriera	tesoriere	profession
tesoriere	tesoriere	profession
tesorieri	tesoriere	profession
tessitora	tessitore	profession
tessitore	tessitore	profession
tessitori	tessitore	profession
tessitorina	tessitore	profession
tessitorine	tessitore	profession
tessitorini	tessitore	profession
tessitrice	tessitore	profession
tessitrici	tessitore	profession
tetrarca	tetrarca	profession
tetrarche	tetrarca	profession
tetrarchi	tetrarca	profession
timoniera	timoniere	profession
timoniere	timoniere	profession
timonieri	timoniere	profession
tintora	tintore	profession
tintore	tintore	profession
tintoretta	tintore	profession
tintorette	tintore	profession
tintoretti	tintore	profession
tintoretto	tintore	profession
tintori	tintore	profession
tintrice	tintore	profession
tintrici	tintore	profession
tipografa	tipografo	profession
tipografe	tipografo	profession
tipografi	tipografo	profession
tipografo	tipografo	profession
tiratora	tiratore	profession
tiratore	tiratore	profession
tiratori	tiratore	profession
tiratrice	tiratore	profession
tiratrici	tiratore	profession
topografa	topografo	profession
topografe	topografo	profession
topografi	topografo	profession
topografo	topografo	profession
torcoliera	torcoliere	profession
torcoliere	torcoliere	profession
torcolieri	torcoliere	profession
toreri	torero	profession
torero	torero	profession
tornitora	tornitore	profession
tornitore	tornitore	profession
tornitori	tornitore	profession
tornitrice	tornitore	profession
tornitrici	tornitore	profession
tosacani	tosacani	profession
traduttora	traduttore	profession
traduttore	traduttore	profession
traduttori	traduttore	profession
traduttrice	traduttore	profession
traduttrici	traduttore	profession
trafficante	trafficante	profession
trafficanti	trafficante	profession
traghettatora	traghettatore	profession
traghettatore	traghettatore	profession
traghettatori	traghettatore	profession
traghettatrice	traghettatore	profession
traghettatrici	traghettatore	profession
tranviera	tranviere	profession
tranviere	tranviere	profession
tranvieri	tranviere	profession
trasformista	trasformista	profession
trasformiste	trasformista	profession
trasformisti	trasformista	profession
trattora	trattore	profession
trattore	trattore	profession
trattori	trattore	profession
trattrice	trattore	profession
trattrici	trattore	profession
trebbiatora	trebbiatore	profession
trebbiatore	trebbiatore	profession
trebbiatori	trebbiatore	profession
trebbiatrice	trebbiatore	profession
trebbiatrici	trebbiatore	profession
trecciaiola	trecciaiolo	profession
trecciaiole	trecciaiolo	profession
trecciaioli	trecciaiolo	profession
trecciaiolo	trecciaiolo	profession
tribuni	tribuno	military rank
tribuno	tribuno	military rank
trinciante	trinciante	profession
trincianti	trinciante	profession
trombettiera	trombettiere	military rank
trombettiere	trombettiere	military rank
trombettieri	trombettiere	military rank
trovarobe	trovarobe	profession
trovatora	trovatore	profession
trovatore	trovatore	profession
trovatori	trovatore	profession
trovatrice	trovatore	profession
trovatrici	trovatore	profession
trovieri	troviero	profession
troviero	troviero	profession
tutora	tutore	profession
tutore	tutore	profession
tutoressa	tutore	profession
tutoresse	tutore	profession
tutori	tutore	profession
tutrice	tutore	profession
tutrici	tutore	profession
uccellatora	uccellatore	profession
uccellatore	uccellatore	profession
uccellatori	uccellatore	profession
uccellatrice	uccellatore	profession
uccellatrici	uccellatore	profession
ufficiale	ufficiale	military rank
ufficiali	ufficiale	military rank
umorista	umorista	profession
umoriste	umorista	profession
umoristi	umorista	profession
usciera	usciere	profession
usciere	usciere	profession
uscieri	usciere	profession
usurai	usuraio	profession
usuraia	usuraio	profession
usuraie	usuraio	profession
usuraio	usuraio	profession
usuraj	usuraio	profession
usuraja	usuraio	profession
usuraje	usuraio	profession
usuraji	usuraio	profession
usurajo	usuraio	profession
vaccai	vaccaio	profession
vaccaia	vaccaio	profession
vaccaie	vaccaio	profession
vaccaio	vaccaio	profession
vaccaj	vaccaio	profession
vaccaja	vaccaio	profession
vaccaje	vaccaio	profession
vaccaji	vaccaio	profession
vaccajo	vaccaio	profession
vaccari	vaccaro	profession
vaccarina	vaccaro	profession
vaccarine	vaccaro	profession
vaccarini	vaccaro	profession
vaccarino	vaccaro	profession
vaccaro	vaccaro	profession
vaccinari	vaccinaro	profession
vaccinaro	vaccinaro	profession
valletti	valletto	profession
valletto	valletto	profession
valvassora	valvassore	noble rank
valvassore	valvassore	noble rank
valvassori	valvassore	noble rank
vasai	vasaio	profession
vasaia	vasaio	profession
vasaie	vasaio	profession
vasaio	vasaio	profession
vasaj	vasaio	profession
vasaja	vasaio	profession
vasaje	vasaio	profession
vasaji	vasaio	profession
vasajo	vasaio	profession
venditora	venditore	profession
venditore	venditore	profession
venditori	venditore	profession
venditrice	venditore	profession
venditrici	venditore	profession
ventriloqui	ventriloquo	profession
ventriloquo	ventriloquo	profession
vergai	vergaio	profession
vergaia	vergaio	profession
vergaie	vergaio	profession
vergaio	vergaio	profession
vergaj	vergaio	profession
vergaja	vergaio	profession
vergaje	vergaio	profession
vergaji	vergaio	profession
vergajo	vergaio	profession
vergara	vergaro	profession
vergare	vergaro	profession
vergari	vergaro	profession
vergaro	vergaro	profession
verniciatora	verniciatore	profession
verniciatore	verniciatore	profession
verniciatori	verniciatore	profession
verniciatrice	verniciatore	profession
verniciatrici	verniciatore	profession
vescovi	vescovo	ecclesiastical occupation
vescovo	vescovo	ecclesiastical occupation
veterinaria	veterinario	profession
veterinarie	veterinario	profession
veterinarii	veterinario	profession
veterinari	veterinario	profession
veterinario	veterinario	profession
vetrai	vetraio	profession
vetraia	vetraio	profession
vetraie	vetraio	profession
vetraio	vetraio	profession
vetraj	vetraio	profession
vetraja	vetraio	profession
vetraje	vetraio	profession
vetraji	vetraio	profession
vetrajo	vetraio	profession
vetturina	vetturino	profession
vetturine	vetturino	profession
vetturini	vetturino	profession
vetturino	vetturino	profession
vicaria	vicario	ecclesiastical occupation
vicarie	vicario	ecclesiastical occupation
vicarii	vicario	ecclesiastical occupation
vicario	vicario	ecclesiastical occupation
vignaioli	vignaiolo	profession
vignaiolo	vignaiolo	profession
vignajoli	vignaiolo	profession
vignajolo	vignaiolo	profession
vignaiole	vignaiolo	profession
vignaiola	vignaiolo	profession
vignajole	vignaiolo	profession
vignajola	vignaiolo	profession
vinai	vinaio	profession
vinaia	vinaio	profession
vinaie	vinaio	profession
vinaio	vinaio	profession
vinaj	vinaio	profession
vinaja	vinaio	profession
vinaje	vinaio	profession
vinaji	vinaio	profession
vinajo	vinaio	profession
vinattiera	vinattiere	profession
vinattiere	vinattiere	profession
vinattieri	vinattiere	profession
violinista	violinista	profession
violiniste	violinista	profession
violinisti	violinista	profession
violoncellista	violoncellista	profession
violoncelliste	violoncellista	profession
violoncellisti	violoncellista	profession
visconte	visconte	noble rank
visconti	visconte	noble rank
viscontina	visconte	noble rank
viscontine	visconte	noble rank
viscontini	visconte	noble rank
viscontino	visconte	noble rank
viscontessa	viscontessa	noble rank
viscontesse	viscontessa	noble rank
viscontessina	viscontessa	noble rank
viscontessine	viscontessa	noble rank
visdomini	visdomino	noble rank
visdomino	visdomino	noble rank
viticultora	viticultore	profession
viticultore	viticultore	profession
viticultori	viticultore	profession
viticultrice	viticultore	profession
viticultrici	viticultore	profession
vivandiera	vivandiere	profession
vivandiere	vivandiere	profession
vivandieri	vivandiere	profession
vladika	vladika	ecclesiastical occupation
vladike	vladika	ecclesiastical occupation
vladiki	vladika	ecclesiastical occupation
vogatora	vogatore	profession
vogatore	vogatore	profession
vogatori	vogatore	profession
vogatrice	vogatore	profession
vogatrici	vogatore	profession
zampognari	zampognaro	profession
zampognaro	zampognaro	profession
zampognara	zampognaro	profession
zampognare	zampognaro	profession
zappaterra	zappaterra	profession
zappatora	zappatore	profession
zappatore	zappatore	profession
zappatori	zappatore	profession
zappatrice	zappatore	profession
zappatrici	zappatore	profession
zarina	zarina	noble rank
zarine	zarina	noble rank
zar	zar	noble rank
zoologa	zoologo	profession
zoologhe	zoologo	profession
zoologi	zoologo	profession
zoologhi	zoologo	profession
zoologo	zoologo	profession
